Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
359,SNN-for-Pattern-Recognition,A 3-layer SNN code for performing MNIST handwritten digit recognition using a supervised spike based learning rule,13,5,2018-11-05T22:06:36Z,https://github.com/k18shruti/SNN-for-Pattern-Recognition
360,region-conv,Not All Pixels Are Equal: Difficulty-Aware Semantic Segmentation via Deep Layer Cascade,106,15,2018-05-26T16:13:12Z,https://github.com/liuziwei7/region-conv
361,sgbm_cuda,Implement opencv sgbm algorithm based on cuda，sgbm is based on sgm,83,21,2020-09-24T02:52:42Z,https://github.com/jasonlinuxzhang/sgbm_cuda
362,dynasoar,CUDA Dynamic Memory Allocator for SOA Data Layout,29,4,2021-12-29T19:17:46Z,https://github.com/prg-titech/dynasoar
363,marching-cubes-cuda,,35,2,2018-06-03T16:23:30Z,https://github.com/ForeverDavid/marching-cubes-cuda
364,AES-ON-GPU,,30,7,2018-07-29T03:16:47Z,https://github.com/Canhui/AES-ON-GPU
365,2D3D-TI-FD-RTM-cuda,"This is an open source program based on NVIDIA cuda, which includes two-dimensional and three-dimensional VTI media forward simulation and reverse time migration imaging, two-dimensional TTI media reverse time migration imaging, and ADCIGs extraction of the above media]",30,9,2022-01-28T05:21:29Z,https://github.com/Rtoax/2D3D-TI-FD-RTM-cuda
366,SHA3-ON-GPU,,20,1,2018-06-21T08:06:50Z,https://github.com/Canhui/SHA3-ON-GPU
367,ZQlibCuda,,17,3,2018-06-05T04:21:08Z,https://github.com/zuoqing1988/ZQlibCuda
368,GEGS,,13,3,2018-09-27T17:24:01Z,https://github.com/RicciWoo/GEGS
369,FloodFill,Parallel CUDA FloodFill algorithm working on 2D and 3D arrays with obstacles,12,3,2018-09-14T14:45:58Z,https://github.com/dzidziewicz/FloodFill
370,CNN_VGG19_CUDA,Convolutional Neural Network of vgg19 model using Cuda to accelerate,11,3,2018-06-11T05:22:10Z,https://github.com/romulus0914/CNN_VGG19_CUDA
371,DCFNet,,11,1,2018-10-27T02:02:38Z,https://github.com/xycheng/DCFNet
372,cuda-tutorial,A set of hands-on tutorials for CUDA programming,122,24,2023-11-28T18:20:51Z,https://github.com/puttsk/cuda-tutorial
373,cufinufft-old,"2,3d type1,2 nonuniform FFT on GPU",12,2,2021-01-26T21:09:56Z,https://github.com/MelodyShih/cufinufft-old
374,Learn-CUDA-Programming,"Learn CUDA Programming, published by Packt",811,209,2023-04-04T18:49:15Z,https://github.com/PacktPublishing/Learn-CUDA-Programming
375,Style-Feature-Reshuffle,"caffe implementation of ""Arbitrary Style Transfer with Deep Feature Reshuffle""",43,8,2018-07-11T05:49:50Z,https://github.com/msracver/Style-Feature-Reshuffle
376,how-to-optim-algorithm-in-cuda,how to optimize some algorithm in cuda.,685,63,2023-12-20T11:53:54Z,https://github.com/BBuf/how-to-optim-algorithm-in-cuda
377,integral-human-pose,Integral Human Pose Regression,462,76,2019-04-04T02:58:37Z,https://github.com/JimmySuen/integral-human-pose
378,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",27,8,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
379,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,23,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
380,PS-PreciseRoIPooling,Position sensitive PreciseRoIPooling without roi coordinates gradient backward,16,1,2018-08-02T10:03:10Z,https://github.com/RuiminChen/PS-PreciseRoIPooling
381,cuSten,CUDA Finite Difference Library,15,4,2020-08-21T12:00:33Z,https://github.com/munstermonster/cuSten
382,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
383,RealTimeSpecularHighlightRemoval,Real-Time Specular Highlight Removal with OpenCV and CUDA,63,19,2019-08-05T20:57:45Z,https://github.com/MarcioCerqueira/RealTimeSpecularHighlightRemoval
384,Tartan,Tartan: Evaluating Modern GPU Interconnect via a Multi-GPU Benchmark Suite,52,10,2018-09-12T16:07:28Z,https://github.com/uuudown/Tartan
385,bitreverse,"Bitcoin, Altcoins and Ethereum address collision mining software for cracking private keys",24,22,2022-09-12T12:24:37Z,https://github.com/Harold-Glitch/bitreverse
386,A-frequency-domain-neural-network-for-fast-image-super-resolution,"This is the implementation of paper ""A frequency domain neural network for fast image super-resolution"".",13,4,2018-08-24T01:23:51Z,https://github.com/junxuan-li/A-frequency-domain-neural-network-for-fast-image-super-resolution
387,TextUnderstandingTsetlinMachine,Using the Tsetlin Machine to learn human-interpretable rules for high-accuracy text categorization with medical applications,47,10,2019-09-09T13:28:48Z,https://github.com/cair/TextUnderstandingTsetlinMachine
388,YOLO-V3-Acceleration,Using TensorRT to implement and accelerate YOLO v3. Multi-scale and NMS are included.  The acceleration ratio reaches 3 compared to the original darknet.,43,20,2018-09-05T08:11:31Z,https://github.com/zhangjinsong3/YOLO-V3-Acceleration
389,GroupNorm-caffe,caffe implementation of Group Normalization https://arxiv.org/abs/1803.08494,42,8,2018-09-12T02:45:46Z,https://github.com/blankWorld/GroupNorm-caffe
390,fast-tsetlin-machine-in-cuda-with-imdb-demo,A CUDA implementation of the Tsetlin Machine based on bitwise operators,26,2,2019-08-19T07:36:24Z,https://github.com/cair/fast-tsetlin-machine-in-cuda-with-imdb-demo
391,MS-DCSNet-Release,"Multi-Scale Deep Compressive Sensing Network, IEEE Inter. Conf. Visual Comm. Image Process. (VCIP), 2018",14,5,2019-06-12T05:06:24Z,https://github.com/ngcthuong/MS-DCSNet-Release
392,demoCaffe,,11,16,2018-09-03T03:37:55Z,https://github.com/XuekuanWang/demoCaffe
393,PhaseUnwrapping,CUDA source code phase unwrapping for structured light system,25,5,2020-07-04T04:02:14Z,https://github.com/YuhuaXu/PhaseUnwrapping
394,Optimal-Ternary-Weights-Approximation,"Caffe implementation of Optimal-Ternary-Weights-Approximation in ""Two-Step Quantization for Low-bit Neural Networks"" (CVPR2018).",14,3,2018-09-21T01:11:51Z,https://github.com/HolmesShuan/Optimal-Ternary-Weights-Approximation
395,gpuRIR,Python library for Room Impulse Response (RIR) simulation with GPU acceleration,409,84,2023-11-03T13:03:22Z,https://github.com/DavidDiazGuerra/gpuRIR
396,project-CURRENNT-public,CURRENNNT codes and scripts,76,11,2020-08-31T01:29:32Z,https://github.com/nii-yamagishilab/project-CURRENNT-public
397,GlobalNonrigidRegistration,,25,11,2019-05-23T08:08:16Z,https://github.com/superxjm/GlobalNonrigidRegistration
398,dpid,"Rapid, Detail-Preserving Image Downscaling",24,4,2018-10-13T08:03:33Z,https://github.com/mergian/dpid
399,ImageFiltering_CUDA,Image Filtering using CUDA,17,11,2019-03-22T00:42:09Z,https://github.com/KhosroBahrami/ImageFiltering_CUDA
400,gpuroofperf-toolkit,A GPU performance prediction toolkit for CUDA programs,15,3,2019-03-25T09:24:32Z,https://github.com/ekondis/gpuroofperf-toolkit
401,culip,"Code for the culip (""CUda for Linear and Integer Programming"") project, containing GPU primitives for linear algebra, linear optimization and (someday) integer optimization.",15,3,2018-10-12T19:01:00Z,https://github.com/dthuerck/culip
402,cuSNN,Spiking Neural Networks in C++ with strong GPU acceleration through CUDA ,110,23,2020-07-03T07:15:41Z,https://github.com/tudelft/cuSNN
403,caffe-layer,implementation of some layers in caffe,29,8,2018-12-10T08:58:41Z,https://github.com/JunrQ/caffe-layer
404,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",26,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
405,RainDetectionAndRemoval,Joint Rain Detection and Removal from a Single Image,25,7,2018-10-26T12:25:18Z,https://github.com/ZhangXinNan/RainDetectionAndRemoval
406,VICTRE_MCGPU,Version of MC-GPU used in the VICTRE project,25,16,2023-05-10T22:49:56Z,https://github.com/DIDSR/VICTRE_MCGPU
407,mxnet-cornernet,Reproduce of CornerNet,23,1,2019-02-28T08:42:46Z,https://github.com/BigDeviltjj/mxnet-cornernet
408,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
409,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
410,PSANet_PyTorch,,16,2,2019-01-21T11:34:43Z,https://github.com/cfzd/PSANet_PyTorch
411,Cahn-Hilliard-CUDA,Cahn Hilliard CUDA (Phase-Field Simulation of Spinodal Decomposition),13,1,2019-07-04T00:32:29Z,https://github.com/myousefi2016/Cahn-Hilliard-CUDA
412,DOCS-pytorch,Deep Object Co-Segmentation,54,14,2020-08-13T23:27:06Z,https://github.com/ohosseini/DOCS-pytorch
413,cudaMergeSort,"Highly parallel, GPU-accelerated hybrid mergesort with mmap'd IO",40,6,2019-02-21T00:30:33Z,https://github.com/epixoip/cudaMergeSort
414,pybind11-cuda,Template for GPU accelerated python libraries,36,7,2023-08-26T21:39:15Z,https://github.com/PWhiddy/pybind11-cuda
415,ParallelComputationExamples,Examples of MPI and OpenMP (adapted from MPI Tutorial),34,8,2023-09-14T09:19:37Z,https://github.com/akhtyamovpavel/ParallelComputationExamples
416,SuperPixelPool.pytorch,"superpixel average pooling, superspixel max pooling, pytorch implementations",24,3,2018-11-14T12:09:51Z,https://github.com/idealwei/SuperPixelPool.pytorch
417,vDNN,,22,9,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
418,lagomorph, Image Registration and Computational Anatomy in PyTorch,18,4,2021-05-18T15:28:38Z,https://github.com/jacobhinkle/lagomorph
419,cuda_expm,Matrix exponential in cuda for pytorch and tensorflow,15,3,2018-11-26T13:23:58Z,https://github.com/SkafteNicki/cuda_expm
420,genetic_gpu,genetic algorithm in CUDA,14,7,2018-12-04T00:48:07Z,https://github.com/justincely/genetic_gpu
421,cu2rec,CUDA Implementation of Parallel Matrix Factorization Algorithm for Recommender Systems,13,1,2019-04-15T19:06:56Z,https://github.com/nickgreenquist/cu2rec
422,CUDA-tutorial,,13,1,2018-11-02T02:45:42Z,https://github.com/Alcanderian/CUDA-tutorial
423,cugraph,cuGraph - RAPIDS Graph Analytics Library,1471,263,2023-12-22T11:11:55Z,https://github.com/rapidsai/cugraph
424,KNN_CUDA,pytorch knn [cuda version],228,36,2021-12-14T04:04:48Z,https://github.com/unlimblue/KNN_CUDA
425,RTOW-OptiX,"OptiX version of Pete Shirley's ""Ray Tracing in One Weekend"" (Final Chapter example only)",80,3,2021-09-20T16:16:06Z,https://github.com/ingowald/RTOW-OptiX
426,wmma_tensorcore_sample,Matrix Multiply-Accumulate with CUDA and WMMA( Tensor Core),75,15,2020-08-18T14:44:24Z,https://github.com/wzsh/wmma_tensorcore_sample
427,LOQUAT,GPU-accelerated SPH solver for geotechnics,34,10,2019-06-22T08:51:22Z,https://github.com/ChongPengGeotech/LOQUAT
428,GSWITCH,A pattern-based algorithmic autotuner for graph processing on GPUs.,28,8,2022-12-27T04:41:26Z,https://github.com/PAA-NCIC/GSWITCH
429,Cuda-Matrix-Multiplication,Matrix Multiplication on GPU using Shared Memory considering Coalescing and Bank Conflicts ,20,16,2022-08-29T13:22:25Z,https://github.com/kberkay/Cuda-Matrix-Multiplication
430,Unity-TensorRT,Unity + TensorRT integration,13,3,2018-11-27T01:37:00Z,https://github.com/aman-tiwari/Unity-TensorRT
431,sep-graph," This is the repo of ""SEP-Graph: Finding Shortest Execution Paths for Graph Processing under a Hybrid Framework on GPU""",11,12,2018-12-11T03:55:22Z,https://github.com/SEP-Graph/sep-graph
432,Deformable-Convolution-V2-PyTorch,Deformable ConvNets V2 (DCNv2) in PyTorch,1369,222,2022-11-18T21:39:26Z,https://github.com/chengdazhi/Deformable-Convolution-V2-PyTorch
433,NextDoor,Graph Sampling using GPU,47,7,2022-03-17T01:50:18Z,https://github.com/plasma-umass/NextDoor
434,Deformable-ConvNets-v1-v2-caffe,Unofficial caffe implementation of Deformable ConvNet V1 and V2,31,15,2018-12-14T08:41:19Z,https://github.com/zhanglonghao1992/Deformable-ConvNets-v1-v2-caffe
435,Caffe_Rotate_Pool,Rotate RoI Align and Rotate Position Sensitive RoI Align Operation in Caffe,16,4,2018-12-05T07:19:42Z,https://github.com/HiKapok/Caffe_Rotate_Pool
436,vdnn-plus-plus,Implementation of vDNN++; an improvement over vDNN,16,11,2018-12-07T09:35:45Z,https://github.com/shriramsb/vdnn-plus-plus
437,face-deocc-lstm,Robust LSTM-Autoencoders for Face De-Occlusion in the Wild,15,6,2018-12-05T06:24:59Z,https://github.com/zhaofang0627/face-deocc-lstm
438,AudioKWS,Audio Keyword Search,12,6,2019-05-05T10:32:08Z,https://github.com/taylorlu/AudioKWS
439,pytorch_nms,CUDA implementation of NMS for PyTorch,81,16,2020-01-20T18:10:26Z,https://github.com/gdlg/pytorch_nms
440,GpuBTree,"Code for paper ""Engineering a High-Performance GPU B-Tree"" accepted to PPoPP 2019",44,12,2022-06-27T05:26:35Z,https://github.com/owensgroup/GpuBTree
441,GM-SOP,Gated Mixture Second-order Pooling,19,1,2019-08-05T07:38:06Z,https://github.com/ZilinGao/GM-SOP
442,CUDA_DigitallyReconstructedRadiographs,GPU accelerated python library for generation of Digitally Reconstructed Radiographs (March 2018),51,16,2019-05-01T23:26:17Z,https://github.com/fabio86d/CUDA_DigitallyReconstructedRadiographs
443,Universal-Deep-Beamformer-for-Robust-Ultrasound-Imaging,"Computer code and dataset for ""Universal Deep Beamformer for Robust Ultrasound Imaging""",16,7,2019-01-15T03:27:50Z,https://github.com/Shujaat123/Universal-Deep-Beamformer-for-Robust-Ultrasound-Imaging
444,SlabHash,A warp-oriented dynamic hash table for GPUs,61,15,2023-06-09T03:57:40Z,https://github.com/owensgroup/SlabHash
445,InSAR-on-Sentinel-1-TOPS-data,GPU-accelerated InSAR processing on Sentinel-1 TOPS data,45,14,2021-06-09T09:28:17Z,https://github.com/a787854/InSAR-on-Sentinel-1-TOPS-data
446,custrings,[ARCHIVED] GPU String Manipulation --> Moved to cudf,45,38,2019-09-24T16:40:42Z,https://github.com/rapidsai/custrings
447,Massively-Parallel-GPU-ODE-Solver,GPU accelerated integrator for large number of independent ordinary differential equation systems,28,9,2021-01-25T22:13:15Z,https://github.com/FerencHegedus/Massively-Parallel-GPU-ODE-Solver
448,cuda-benchmarks,"Collection of CUDA benchmarks, with a focus on unified vs. explicit memory management.",19,2,2019-10-15T13:36:07Z,https://github.com/xnd-project/cuda-benchmarks
449,Synchronized-BatchNorm-PyTorch,Synchronized BatchNorm in PyTorch 1.0,15,7,2019-01-18T07:38:57Z,https://github.com/ytoon/Synchronized-BatchNorm-PyTorch
450,flo,"Implementation of Conformal curvature flow using spin transformations, to achieve a spherical embedding",15,1,2023-11-15T12:50:51Z,https://github.com/nitronoid/flo
451,grnn,,12,8,2019-06-20T23:22:44Z,https://github.com/cmikeh2/grnn
452,PyTorch-EMDLoss,PyTorch 1.0 implementation of the approximate Earth Mover's Distance,128,12,2019-06-05T07:23:12Z,https://github.com/meder411/PyTorch-EMDLoss
453,spmv-cuda,Implementation and analysis of five different GPU based SPMV algorithms in CUDA,29,14,2019-02-05T04:06:34Z,https://github.com/poojahira/spmv-cuda
454,CUDA_FDTD_2D_acoustic_wave_propagation,"Acoustic wave propagation in 2D domain using CUDA, O(2,8). Solve second order wave equation in time domain using finite-differences.",24,11,2019-03-29T11:32:38Z,https://github.com/ovcharenkoo/CUDA_FDTD_2D_acoustic_wave_propagation
455,MpRL-for-person-re-ID,"Code for paper ""Multi-Pseudo Regularized Label for Generated Data in Person Re-Identification""",18,5,2021-02-04T06:43:34Z,https://github.com/Huang-3/MpRL-for-person-re-ID
456,playne-equivalence-algorithm,,14,2,2019-02-07T23:37:36Z,https://github.com/DanielPlayne/playne-equivalence-algorithm
457,deep-high-resolution-net.pytorch,"The project is an official implementation of our CVPR2019 paper ""Deep High-Resolution Representation Learning for Human Pose Estimation""",4165,908,2022-12-14T04:14:56Z,https://github.com/leoxiaobin/deep-high-resolution-net.pytorch
458,cuda_programming,"Code from the ""CUDA Crash Course"" YouTube series by CoffeeBeforeArch",546,139,2023-07-19T14:39:54Z,https://github.com/CoffeeBeforeArch/cuda_programming
459,CGBN,CGBN:   CUDA Accelerated Multiple Precision Arithmetic (Big Num) using Cooperative Groups,156,47,2023-11-14T08:57:39Z,https://github.com/NVlabs/CGBN
460,torch_sampling,Efficient reservoir sampling implementation for PyTorch,104,7,2021-09-28T13:41:48Z,https://github.com/LeviViana/torch_sampling
461,cuda-kat,CUDA kernel author's tools,99,7,2022-04-24T20:43:56Z,https://github.com/eyalroz/cuda-kat
462,PatchMatchCuda,The PatchMatch stereo match algorithm implemented by CUDA.,42,7,2019-03-14T01:14:04Z,https://github.com/nebula-beta/PatchMatchCuda
463,cuda,"Some CUDA kernels for signal processing (wavelets, convolutions..)",12,1,2020-03-28T13:39:17Z,https://github.com/jopago/cuda
464,Partial-Order-Pruning,Partial Order Pruning: for  Best Speed/Accuracy Trade-off in Neural Architecture Search,148,25,2020-09-23T09:03:00Z,https://github.com/lixincn2015/Partial-Order-Pruning
465,deformable_conv2d_pytorch,deformable_conv2d layer implemented in pytorch,63,10,2019-03-04T06:52:38Z,https://github.com/BIGKnight/deformable_conv2d_pytorch
466,compute-sanitizer-samples,Samples demonstrating how to use the Compute Sanitizer Tools and Public API,38,13,2023-11-06T21:18:53Z,https://github.com/NVIDIA/compute-sanitizer-samples
467,ICDE2019-GPU-Join,"Implementation of the algorithm described in ""Hardware-conscious Hash-Joins on GPUs"" paper presented in ICDE 2019",32,9,2020-09-18T08:43:02Z,https://github.com/psiul/ICDE2019-GPU-Join
468,GPUGA,Graphics Processing Units Genetic Algorithm,18,8,2021-03-03T22:33:26Z,https://github.com/brucefan1983/GPUGA
469,cuKMeans,CUDA implementation of the K-Means clustering algorithm,13,7,2019-03-25T02:13:47Z,https://github.com/alexminnaar/cuKMeans
470,fast_upsampling,,33,2,2019-05-01T21:58:16Z,https://github.com/mkolod/fast_upsampling
471,torchKNN,KNN implement in Pytorch 1.0 including both cpu version and gpu version,21,6,2023-10-22T14:08:59Z,https://github.com/foolyc/torchKNN
472,CudaRayTracer,GPU Accelerated Ray Tracer using CUDA and C++,17,1,2020-02-20T03:35:06Z,https://github.com/boonemiller/CudaRayTracer
473,distance-transform-cuda,CUDA implementation of Meijster's parallel algorithm for calculating the distance transform of a 2D image,12,1,2019-03-18T01:03:40Z,https://github.com/1danielcoelho/distance-transform-cuda
474,GANet,GA-Net: Guided Aggregation Net for End-to-end Stereo Matching,533,136,2020-04-15T11:23:47Z,https://github.com/feihuzhang/GANet
475,gpu-topk,Efficient Top-K implementation on the GPU,123,19,2019-04-09T01:24:29Z,https://github.com/anilshanbhag/gpu-topk
476,ADMM-CSNet,Matlab code for ADMM-CSNet,66,31,2019-04-10T16:42:56Z,https://github.com/yangyan92/ADMM-CSNet
477,CUDA-PCA-jacobi,CUDA C implementation of Principal Component Analysis (PCA) through Singular Value Decomposition (SVD) using a highly parallelisable version of the Jacobi eigenvalue algorithm.,23,3,2019-05-10T09:54:39Z,https://github.com/arneish/CUDA-PCA-jacobi
478,cv_ops_pytorch,"roi_align_rotate, roi, nms, rotate, pytorch",19,2,2019-04-14T10:38:37Z,https://github.com/xuyongzhi/cv_ops_pytorch
479,CARAFE,A PyTorch implementation of CARAFE based on ICCV 2019 paper “CARAFE: Content-Aware ReAssembly of FEatures”,14,4,2020-05-21T17:06:13Z,https://github.com/leftthomas/CARAFE
480,cudnn-benchmark,cudnn convolution algorithms benchmark,11,3,2019-04-27T20:27:45Z,https://github.com/Slimakanzer/cudnn-benchmark
481,music-translation,A UNIVERSAL MUSIC TRANSLATION NETWORK - a method for translating music across musical instruments and styles.,452,74,2021-08-15T15:03:37Z,https://github.com/facebookresearch/music-translation
482,CUDA-notes,高性能编程 笔记,120,32,2022-05-20T07:42:25Z,https://github.com/littlebearsama/CUDA-notes
483,MPI_ping_pong,This tutorial demonstrates how to use CUDA-Aware MPI,25,4,2023-05-16T18:51:37Z,https://github.com/olcf-tutorials/MPI_ping_pong
484,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",22,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
485,blaze_cuda,WIP · CUDA compatibility for Blaze · https://bitbucket.org/blaze-lib/blaze,14,3,2019-11-18T21:02:52Z,https://github.com/STEllAR-GROUP/blaze_cuda
486,CUDA-Programming,Sample codes for my CUDA programming book,1187,275,2023-07-27T12:20:22Z,https://github.com/brucefan1983/CUDA-Programming
487,CUDALibrarySamples,CUDA Library Samples,1006,255,2023-12-19T09:08:41Z,https://github.com/NVIDIA/CUDALibrarySamples
488,CPP-Fluid-Particles,"my own implementation of the WCSPH, DFSPH and PBD fluid solvers using CUDA and C++",203,34,2019-07-11T02:33:53Z,https://github.com/zhai-xiao/CPP-Fluid-Particles
489,GPU-lossless-compression,GPU-Accelerated Lossless Data Compressors Survey,103,9,2020-09-10T04:27:38Z,https://github.com/dingwentao/GPU-lossless-compression
490,GPULightmass,Luoshuang's GPULightmass for UE4,75,20,2019-05-05T00:14:09Z,https://github.com/AlanIWBFT/GPULightmass
491,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,24,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
492,psicnn,Octree guided cnn with spherical kernels for 3D point clouds,20,5,2019-05-16T03:00:12Z,https://github.com/EnyaHermite/psicnn
493,Batched-SpMM,New batched algorithm for sparse matrix-matrix multiplication (SpMM),15,6,2019-05-07T12:59:35Z,https://github.com/YusukeNagasaka/Batched-SpMM
494,ACMM,Multi-Scale Geometric Consistency Guided Multi-View Stereo,140,26,2023-10-16T01:44:28Z,https://github.com/GhiXu/ACMM
495,cuda_spatial_deform,"A fast tool to do image augmentation on GPU(especially elastic_deform), can be helpful to research on Medical Image.",130,25,2022-11-22T04:32:10Z,https://github.com/qsyao/cuda_spatial_deform
496,cuNSearch,A C++/CUDA library to efficiently compute neighborhood information on the GPU for 3D point clouds within a fixed radius.,77,23,2022-11-30T07:39:31Z,https://github.com/InteractiveComputerGraphics/cuNSearch
497,AtSNE,Anchor-t-SNE for large-scale and high-dimension vector visualization,54,10,2019-09-08T19:22:24Z,https://github.com/ZJULearning/AtSNE
498,A-star-CUDA,A* implementation for NVIDIA GPU,42,14,2020-09-21T09:04:24Z,https://github.com/jbujak/A-star-CUDA
499,rccl-tests,RCCL Performance Benchmark Tests,21,23,2023-12-06T23:24:37Z,https://github.com/ROCmSoftwarePlatform/rccl-tests
500,robust-fit,An implementation of the paper Gradient Outlier Removal for Gradient-Domain Path Tracing,12,4,2019-05-30T08:15:22Z,https://github.com/CGLab-GIST/robust-fit
501,ST-RSBP,,11,2,2020-10-01T22:57:45Z,https://github.com/stonezwr/ST-RSBP
502,GenomeWorks,SDK for GPU accelerated genome assembly and analysis,270,78,2022-06-22T02:24:48Z,https://github.com/NVIDIA-Genomics-Research/GenomeWorks
503,torch-mesh-isect,,263,68,2022-10-05T09:11:04Z,https://github.com/vchoutas/torch-mesh-isect
504,GIouloss_CIouloss_caffe,Caffe version Generalized & Distance & Complete Iou loss Implementation for Faster RCNN/FPN bbox regression,44,13,2019-12-09T11:46:29Z,https://github.com/RuiminChen/GIouloss_CIouloss_caffe
505,belle_cuda,Implementation of various primitives for bellman using CUDA (WIP),28,5,2019-07-20T14:17:55Z,https://github.com/matter-labs-archive/belle_cuda
506,cuda-nbody,cuda-nbody 优化,26,11,2019-06-21T01:02:07Z,https://github.com/AlexZFX/cuda-nbody
507,ICCVW2017-DenseFaceAlignment,http://cvlab.cse.msu.edu/project-pifa.html,25,4,2019-07-09T21:24:07Z,https://github.com/yaojieliu/ICCVW2017-DenseFaceAlignment
508,Aquarius,A Fluid Simulator on GPU,25,2,2021-07-01T03:52:31Z,https://github.com/AmesingFlank/Aquarius
509,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
510,raft,RAFT contains fundamental widely-used algorithms and primitives for machine learning and information retrieval. The algorithms are CUDA-accelerated and form building blocks for more easily writing high performance applications.,495,144,2023-12-22T05:43:53Z,https://github.com/rapidsai/raft
511,ising-gpu,GPU-accelerated Monte Carlo simulations of 2D Ising Model,35,21,2023-11-22T20:40:28Z,https://github.com/NVIDIA/ising-gpu
512,cuhornet,,24,24,2023-12-12T18:47:14Z,https://github.com/rapidsai/cuhornet
513,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,23,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
514,reversible-inductive-construction,Discrete Object Generation with Reversible Inductive Construction (NeurIPS 2019),30,4,2021-02-28T20:34:00Z,https://github.com/PrincetonLIPS/reversible-inductive-construction
515,miluphcuda,smoothed particle hydrodynamics code,28,9,2023-10-24T15:52:34Z,https://github.com/christophmschaefer/miluphcuda
516,libnms,"libnms.so for object detection, can be use in libtorch or caffe or nccn or onnx or TensorRT",17,1,2019-07-05T08:54:44Z,https://github.com/lucasjinreal/libnms
517,GPU_Microbenchmark,,17,3,2022-06-24T17:38:10Z,https://github.com/shen203/GPU_Microbenchmark
518,DZip,Compression,17,4,2020-07-01T21:34:28Z,https://github.com/mohit1997/DZip
519,CUDA,useful cuda code .,39,7,2022-03-11T08:06:31Z,https://github.com/ming71/CUDA
520,OptixInOneWeekend,,31,2,2019-12-07T20:46:52Z,https://github.com/trevordblack/OptixInOneWeekend
521,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
522,k4a_cuda,,18,1,2019-08-02T18:12:40Z,https://github.com/conatsera/k4a_cuda
523,ParallelSpikeSim,GPU accelerated spiking neural network simulator,13,1,2021-03-23T07:48:18Z,https://github.com/xueyuan-she/ParallelSpikeSim
524,lbvh,an implementation of parallel linear BVH (LBVH) on GPU,138,21,2020-06-08T16:11:19Z,https://github.com/ToruNiina/lbvh
525,Res2Net-Pose-Estimation,Res2Net for Pose Estimation using Simple Baselines as the baseline,35,6,2021-10-12T23:00:10Z,https://github.com/Res2Net/Res2Net-Pose-Estimation
526,tsm2x-imp,Implementation of TSM2L and TSM2R -- High-Performance Tall-and-Skinny Matrix-Matrix Multiplication Algorithms for CUDA,27,9,2020-07-28T05:34:18Z,https://github.com/codyjrivera/tsm2x-imp
527,Pose-Track-Solutions,DeepBlue AI Team's Winner Solutions for CVWC 2019 Tiger Pose Track Challenge,17,3,2019-08-05T02:20:12Z,https://github.com/dbofseuofhust/Pose-Track-Solutions
528,fast-human-pose-estimation.pytorch,"Official pytorch Code for CVPR2019 paper ""Fast Human Pose Estimation"" https://arxiv.org/abs/1811.05419",389,67,2022-09-16T07:27:38Z,https://github.com/ilovepose/fast-human-pose-estimation.pytorch
529,HRNet-Human-Pose-Estimation,This repo is copied from https://github.com/leoxiaobin/deep-high-resolution-net.pytorch,218,65,2021-10-12T22:58:49Z,https://github.com/HRNet/HRNet-Human-Pose-Estimation
530,Waveglow_Inference_in_CUDA,C++ Code to run waveglow inference in cuda ,129,44,2019-09-14T06:29:24Z,https://github.com/Saurabh-29/Waveglow_Inference_in_CUDA
531,tensorrt-zoo,"openpose, yolov3 with tiny-tensorrt",86,26,2021-04-23T10:31:21Z,https://github.com/zerollzeng/tensorrt-zoo
532,cuda-hashing-algos,A Collection of Hashing Algorithms Implemented In CUDA,43,14,2019-08-20T03:03:43Z,https://github.com/mochimodev/cuda-hashing-algos
